"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","7005900000","Legal expert witness services and other legal consulting services","00","Total for all sectors","All establishments","3,975","262,066","100.0","20% to less than 30%","13.0"
"United States","2017","7005950000","Legal and patent document filing and search services","00","Total for all sectors","All establishments","N","13,913,549","100.0","30% to less than 40%","1.2"
"United States","2017","7006000000","Process server services","00","Total for all sectors","All establishments","1,781","643,823","100.0","40% to less than 50%","8.2"
"United States","2017","7006050000","Personal background checks","00","Total for all sectors","All establishments","1,756","2,994,100","100.0","20% to less than 30%","4.8"
"United States","2017","7006100000","Investigation services","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7006150000","Other legal support services, not elsewhere classified","00","Total for all sectors","All establishments","12,360","8,136,195","100.0","20% to less than 30%","6.2"
"United States","2017","7006200000","Arbitration and mediation services, except environmental","00","Total for all sectors","All establishments","15,153","3,524,034","100.0","30% to less than 40%","7.9"
"United States","2017","7006250000","Notarization and certification services","00","Total for all sectors","All establishments","4,487","259,510","100.0","40% to less than 50%","14.7"
"United States","2017","7006300000","Rental and leasing of land for nonresidential use","00","Total for all sectors","All establishments","4,121","2,686,648","100.0","30% to less than 40%","6.0"
"United States","2017","7006325000","Rental and leasing of office and professional space","00","Total for all sectors","All establishments","38,058","47,894,708","100.0","30% to less than 40%","2.0"
"United States","2017","7006375000","Rental and leasing of commercial space","00","Total for all sectors","All establishments","50,956","48,884,561","100.0","10% to less than 20%","1.8"
"United States","2017","7006400000","Rental and leasing of industrial and manufacturing space","00","Total for all sectors","All establishments","5,691","10,355,255","100.0","30% to less than 40%","3.8"
"United States","2017","7006425000","Rental of space for meetings, conventions, and similar short-term business uses","00","Total for all sectors","All establishments","9,049","2,503,678","100.0","40% to less than 50%","5.6"
"United States","2017","7006450000","Rental of mini-warehouses and self-storage units space","00","Total for all sectors","All establishments","18,840","12,577,009","100.0","10% to less than 20%","1.0"
"United States","2017","7006475000","Rental of space for weddings, banquets, parties, and similar short-term social uses","00","Total for all sectors","All establishments","13,437","1,481,698","100.0","60% to less than 70%","10.9"
"United States","2017","7006500000","Rental of space for sporting, entertainment and other events","00","Total for all sectors","All establishments","5,119","2,369,054","100.0","30% to less than 40%","13.9"
"United States","2017","7006525000","Rental of modular space","00","Total for all sectors","All establishments","322","845,857","100.0","20% to less than 30%","18.0"
"United States","2017","7006550000","Hosting of coin-operated self-service gambling machines","00","Total for all sectors","All establishments","2,230","64,331","100.0","40% to less than 50%","13.6"
"United States","2017","7006575000","Rental and leasing of nonresidential space in buildings or other facilities, except hosting of coin-operated self-service gambling machines","00","Total for all sectors","All establishments","34,655","24,177,062","100.0","40% to less than 50%","6.0"
"United States","2017","7006725000","Interior commercial landscaping services","00","Total for all sectors","All establishments","1,837","456,757","100.0","30% to less than 40%","10.6"
"United States","2017","7006750000","Exterior commercial landscaping services","00","Total for all sectors","All establishments","78,334","41,100,065","100.0","30% to less than 40%","1.1"
"United States","2017","7006775000","Architectural services for apartment building and nonresidential building projects","00","Total for all sectors","All establishments","18,596","28,789,518","100.0","20% to less than 30%","0.8"
"United States","2017","7006800000","Architectural services for historical restoration projects","00","Total for all sectors","All establishments","2,991","347,878","100.0","20% to less than 30%","10.7"
"United States","2017","7006825000","Landscape architectural services for nonresidential building projects","00","Total for all sectors","All establishments","5,299","1,417,339","100.0","30% to less than 40%","4.2"
"United States","2017","7006850000","Landscape architectural services for recreational and open space projects","00","Total for all sectors","All establishments","3,343","979,299","100.0","30% to less than 40%","6.7"
"United States","2017","7006925000","Development of comprehensive urban plans","00","Total for all sectors","All establishments","537","108,070","100.0","40% to less than 50%","11.8"
"United States","2017","7006950000","Development of community urban plans","00","Total for all sectors","All establishments","686","75,353","100.0","30% to less than 40%","8.8"
"United States","2017","7006975000","Development of urban plan elements","00","Total for all sectors","All establishments","708","126,352","100.0","50% to less than 60%","13.7"
"United States","2017","7007000000","Urban planning consulting services","00","Total for all sectors","All establishments","1,315","291,789","100.0","30% to less than 40%","9.4"
"United States","2017","7007025000","Engineering services for commercial, public and institutional building projects","00","Total for all sectors","All establishments","25,594","27,394,986","100.0","40% to less than 50%","8.8"
"United States","2017","7007050000","Engineering services for petroleum and petrochemical plant and process projects","00","Total for all sectors","All establishments","4,315","19,018,276","100.0","40% to less than 50%","11.3"
"United States","2017","7007075000","Engineering services for other industrial and manufacturing plant and process projects ","00","Total for all sectors","All establishments","9,150","11,973,227","100.0","30% to less than 40%","5.5"
"United States","2017","7007100000","Engineering services for industrial and manufacturing product design projects","00","Total for all sectors","All establishments","9,061","23,887,652","100.0","30% to less than 40%","6.7"
"United States","2017","7007125000","Engineering services for transportation projects","00","Total for all sectors","All establishments","14,876","36,734,497","100.0","50% to less than 60%","9.4"
"United States","2017","7007150000","Engineering services for municipal utility projects","00","Total for all sectors","All establishments","12,244","11,586,731","100.0","40% to less than 50%","6.1"
"United States","2017","7007175000","Engineering services for power generating unit projects","00","Total for all sectors","All establishments","4,749","11,691,838","100.0","30% to less than 40%","7.3"
"United States","2017","7007200000","Engineering services for power transmission and distribution projects ","00","Total for all sectors","All establishments","2,456","5,032,222","100.0","40% to less than 50%","9.2"
"United States","2017","7007225000","Engineering services for telecommunications and broadcasting system projects ","00","Total for all sectors","All establishments","3,177","6,468,360","100.0","40% to less than 50%","13.5"
"United States","2017","7007250000","Engineering services for hazardous and industrial waste systems projects","00","Total for all sectors","All establishments","2,670","4,613,144","100.0","30% to less than 40%","5.9"
"United States","2017","7007275000","Engineering services for nonresidential projects, not elsewhere classified ","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7007300000","Agent and brokerage services for the sale and rental of nonresidential real estate","00","Total for all sectors","All establishments","30,887","21,495,848","100.0","20% to less than 30%","1.9"
"United States","2017","7007350000","Underwriting services for commercial multiple peril insurance policies","00","Total for all sectors","All establishments","N","34,928,871","100.0","10% to less than 20%","2.6"
"United States","2017","7007375000","Commercial building inspection services","00","Total for all sectors","All establishments","2,711","456,813","100.0","30% to less than 40%","8.1"
"United States","2017","7007400000","Pest extermination and control services, nonresidential","00","Total for all sectors","All establishments","12,240","3,288,002","100.0","30% to less than 40%","2.5"
"United States","2017","7007425000","General-purpose and comprehensive commercial cleaning services","00","Total for all sectors","All establishments","46,819","39,941,176","100.0","30% to less than 40%","1.6"
"United States","2017","7007450000","On-site cleaning services for carpets, rugs, and upholstery, commercial","00","Total for all sectors","All establishments","10,853","898,067","100.0","40% to less than 50%","6.1"
"United States","2017","7007475000","Building security system monitoring services, nonresidential","00","Total for all sectors","All establishments","5,598","5,996,149","100.0","50% to less than 60%","8.2"
"United States","2017","7007500000","Building security system and lock installation and repair services, nonresidential","00","Total for all sectors","All establishments","6,972","10,664,175","100.0","30% to less than 40%","4.7"
"United States","2017","7007525000","Architectural consulting services","00","Total for all sectors","All establishments","6,301","990,238","100.0","20% to less than 30%","8.8"
"United States","2017","7007550000","Landscape architectural services, specific elements","00","Total for all sectors","All establishments","1,243","196,400","100.0","40% to less than 50%","15.4"
"United States","2017","7007575000","Landscape architectural consulting services","00","Total for all sectors","All establishments","1,350","166,606","100.0","40% to less than 50%","14.6"
"United States","2017","7007600000","Project site master planning services ","00","Total for all sectors","All establishments","3,699","356,315","100.0","30% to less than 40%","5.9"
"United States","2017","7007615000","Engineering consulting services","00","Total for all sectors","All establishments","27,122","35,558,771","100.0","40% to less than 50%","3.0"
"United States","2017","7007625000","Mechanical drafting services","00","Total for all sectors","All establishments","322","217,150","100.0","10% to less than 20%","15.2"
"United States","2017","7007650000","Drafting services for process piping systems","00","Total for all sectors","All establishments","113","21,552","100.0","10% to less than 20%","29.0"
"United States","2017","7007700000","Drafting services for electrical and electronic systems and components","00","Total for all sectors","All establishments","289","93,461","100.0","20% to less than 30%","18.2"
"United States","2017","7007725000","Drafting services for sites of civil engineering projects","00","Total for all sectors","All establishments","175","42,119","100.0","30% to less than 40%","17.7"
"United States","2017","7007750000","Drafting services for structural components of civil engineering projects","00","Total for all sectors","All establishments","124","25,853","100.0","40% to less than 50%","31.9"
"United States","2017","7007775000","Drafting services for structural components of buildings","00","Total for all sectors","All establishments","412","63,873","100.0","20% to less than 30%","24.4"
"United States","2017","7007800000","Drafting services for steel detailing","00","Total for all sectors","All establishments","652","235,205","100.0","20% to less than 30%","8.6"
"United States","2017","7007825000","Drafting services for other engineering areas","00","Total for all sectors","All establishments","199","47,616","100.0","20% to less than 30%","13.6"
"United States","2017","7007850000","Drafting services for architectural projects","00","Total for all sectors","All establishments","1,242","229,790","100.0","20% to less than 30%","5.3"
"United States","2017","7007875000","Display and presentation services","00","Total for all sectors","All establishments","227","30,741","100.0","Less than 10%","10.7"
"United States","2017","7007900000","Drafting of as-built drawings","00","Total for all sectors","All establishments","637","37,495","100.0","20% to less than 30%","23.8"
"United States","2017","7007925000","Checking and revision services for architectural and engineering drawings","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7007950000","Drafting consulting services","00","Total for all sectors","All establishments","438","37,426","100.0","20% to less than 30%","34.1"
"United States","2017","7007975000","Other drafting services","00","Total for all sectors","All establishments","507","59,119","100.0","10% to less than 20%","14.4"
"United States","2017","7008000000","Full-service interior design services","00","Total for all sectors","All establishments","13,137","11,089,747","100.0","40% to less than 50%","2.7"
"United States","2017","7008025000","Interior design services, except full-service","00","Total for all sectors","All establishments","4,538","883,566","100.0","30% to less than 40%","7.8"
"United States","2017","7008030000","Geospatial photo and image acquisition services","00","Total for all sectors","All establishments","277","113,303 (s)","100.0","10% to less than 20%","54.6"
"United States","2017","7008050000","Geospatial photo and image processing services","00","Total for all sectors","All establishments","249","93,892","100.0","10% to less than 20%","21.3"
"United States","2017","7008075000","Geospatial data interpretation services","00","Total for all sectors","All establishments","232","75,423","100.0","30% to less than 40%","24.5"
"United States","2017","7008100000","Integrated surveying and mapping services, except geophysical","00","Total for all sectors","All establishments","N","8,184,529","100.0","40% to less than 50%","4.0"
"United States","2017","7008125000","Thematic mapping, orthophoto mapping, and charting services","00","Total for all sectors","All establishments","213","21,711","100.0","20% to less than 30%","32.9"
"United States","2017","7008150000","Geospatial consulting services","00","Total for all sectors","All establishments","S","A","S","S","S"
"United States","2017","7008200000","Agent and brokerage services for the sale and rental of land","00","Total for all sectors","All establishments","18,339","2,737,720","100.0","40% to less than 50%","13.1"
"United States","2017","7008225000","Real estate consulting services","00","Total for all sectors","All establishments","N","15,559,000","100.0","30% to less than 40%","1.9"
"United States","2017","7008250000","Real estate appraisal services","00","Total for all sectors","All establishments","19,537","6,767,357","100.0","20% to less than 30%","1.5"
"United States","2017","7008275000","Real estate listing services","00","Total for all sectors","All establishments","7,673","3,082,324","100.0","30% to less than 40%","4.3"
"United States","2017","7008300000","Underwriting services for fire insurance policies","00","Total for all sectors","All establishments","N","7,075,227","100.0","10% to less than 20%","4.7"
"United States","2017","7008325000","Underwriting services for burglary and theft insurance policies","00","Total for all sectors","All establishments","N","260,664","100.0","10% to less than 20%","4.8"
"United States","2017","7008350000","Underwriting services for glass and window insurance policies","00","Total for all sectors","All establishments","N","49,968","100.0","Less than 10%","11.5"
"United States","2017","7008375000","Underwriting services for earthquake insurance policies","00","Total for all sectors","All establishments","N","1,106,988","100.0","10% to less than 20%","4.3"
"United States","2017","7008400000","Underwriting services for title insurance policies","00","Total for all sectors","All establishments","N","12,056,228","100.0","Less than 10%","0.2"
"United States","2017","7008425000","Underwriting services for property and liability insurance policies, not elsewhere classified","00","Total for all sectors","All establishments","N","39,123,256","100.0","20% to less than 30%","2.4"
"United States","2017","7008450000","Specific element inspection services","00","Total for all sectors","All establishments","1,815","409,449","100.0","40% to less than 50%","14.6"
"United States","2017","7008475000","Environmental hazard detection services","00","Total for all sectors","All establishments","1,437","77,463","100.0","30% to less than 40%","13.9"
"United States","2017","7008500000","Pest inspection services","00","Total for all sectors","All establishments","360","10,307","100.0","40% to less than 50%","24.0"
"United States","2017","7008525000","Other services related to building inspection","00","Total for all sectors","All establishments","568","215,395","100.0","50% to less than 60%","22.5"
"United States","2017","7008550000","Property management services","00","Total for all sectors","All establishments","96,292","74,286,721","100.0","30% to less than 40%","0.8"
"United States","2017","7008575000","Cleaning services for window exteriors","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7008600000","Cleaning services for building exteriors","00","Total for all sectors","All establishments","9,543","1,176,842","100.0","50% to less than 60%","10.1"
"United States","2017","7008625000","Damage restoration and cleaning services","00","Total for all sectors","All establishments","5,517","3,109,183","100.0","30% to less than 40%","7.9"
"United States","2017","7008650000","Hard-surface floor care services","00","Total for all sectors","All establishments","8,788","631,372","100.0","30% to less than 40%","15.4"
"United States","2017","7008675000","Duct cleaning services","00","Total for all sectors","All establishments","2,651","632,264","100.0","40% to less than 50%","6.0"
"United States","2017","7008700000","Snow removal services for parking lots and driveways","00","Total for all sectors","All establishments","18,748","2,752,874","100.0","30% to less than 40%","5.5"
"United States","2017","7008725000","Other specialized cleaning services, not elsewhere classified","00","Total for all sectors","All establishments","20,539","6,629,774","100.0","30% to less than 40%","1.9"
"United States","2017","7008735000","Security guard and patrol services","00","Total for all sectors","All establishments","9,639","28,947,048","100.0","20% to less than 30%","0.9"
"United States","2017","7008750000","Security consulting services","00","Total for all sectors","All establishments","954","189,106","100.0","30% to less than 40%","8.1"
"United States","2017","7008775000","Security training services","00","Total for all sectors","All establishments","431","23,147","100.0","50% to less than 60%","20.4"
"United States","2017","7008825000","Rental services for office equipment, except computers","00","Total for all sectors","All establishments","5,146","1,750,217","100.0","30% to less than 40%","1.6"
"United States","2017","7008850000","Maintenance and repair services for office equipment, except computers","00","Total for all sectors","All establishments","7,968","4,662,945","100.0","30% to less than 40%","3.9"
"United States","2017","7008875000","Rental of computers and peripheral equipment","00","Total for all sectors","All establishments","7,823","2,535,241","100.0","20% to less than 30%","3.3"
"United States","2017","7008900000","Rental of communications equipment","00","Total for all sectors","All establishments","N","5,322,843","100.0","20% to less than 30%","5.6"
"United States","2017","7008925000","Maintenance and repair services for computer hardware and peripheral equipment","00","Total for all sectors","All establishments","N","10,468,660","100.0","40% to less than 50%","4.9"
"United States","2017","7008950000","Maintenance and repair services for communications and navigation equipment","00","Total for all sectors","All establishments","N","16,052,781","100.0","50% to less than 60%","7.9"
"United States","2017","7008975000","Published system software ","00","Total for all sectors","All establishments","6,069","121,739,150","100.0","20% to less than 30%","2.6"
"United States","2017","7009000000","Published applications software ","00","Total for all sectors","All establishments","12,235","112,639,664","100.0","20% to less than 30%","3.1"
"United States","2017","7009025000","Rental services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment","00","Total for all sectors","All establishments","N","26,704,301","100.0","30% to less than 40%","2.1"
"United States","2017","7009050000","Maintenance and repair services for agricultural, construction, forestry, mining, and oil and gas field machinery and equipment","00","Total for all sectors","All establishments","N","13,288,671","100.0","40% to less than 50%","4.2"
"United States","2017","7009075000","Rental of materials handling equipment","00","Total for all sectors","All establishments","2,485","3,611,718","100.0","20% to less than 30%","4.2"
"United States","2017","7009100000","Rental of other industrial machinery and equipment","00","Total for all sectors","All establishments","4,766","7,202,600","100.0","30% to less than 40%","4.4"
"United States","2017","7009125000","Rental of commercial and service industry machinery and equipment, without operator","00","Total for all sectors","All establishments","N","21,673,159","100.0","30% to less than 40%","1.7"
"United States","2017","7009150000","Maintenance and repair services for industrial machinery and equipment","00","Total for all sectors","All establishments","17,379","25,074,185","100.0","40% to less than 50%","3.4"
"United States","2017","7009175000","Maintenance and repair services for precision electronic medical equipment","00","Total for all sectors","All establishments","2,663","5,315,240","100.0","50% to less than 60%","26.6"
"United States","2017","7009200000","Maintenance and repair services for other electronic and precision equipment","00","Total for all sectors","All establishments","2,312","3,801,708","100.0","40% to less than 50%","24.1"
"United States","2017","7009225000","Maintenance and repair services for commercial refrigeration equipment","00","Total for all sectors","All establishments","2,395","2,587,664","100.0","40% to less than 50%","10.4"
"United States","2017","7009250000","Maintenance and repair services for other commercial and service industry machinery and equipment, not elsewhere classified","00","Total for all sectors","All establishments","13,250","14,180,815","100.0","40% to less than 50%","3.9"
"United States","2017","7009275000","Rental and leasing of heavy trucks, truck trailers and buses","00","Total for all sectors","All establishments","7,621","19,540,440","100.0","10% to less than 20%","1.7"
"United States","2017","7009300000","Rental of air, rail, and water transportation equipment","00","Total for all sectors","All establishments","1,069","13,263,566","100.0","Less than 10%","1.0"
"United States","2017","7009325000","Rental of aircraft with crew for air carrier use ('Wet Leasing')","00","Total for all sectors","All establishments","49","123,546 (s)","100.0","50% to less than 60%","43.6"
"United States","2017","7009350000","Rental of transportation equipment with operators, except aircraft","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7009375000","Maintenance and repair services for heavy trucks and buses","00","Total for all sectors","All establishments","22,208","13,981,575","100.0","30% to less than 40%","1.7"
"United States","2017","7009400000","Maintenance and repair and related services for aircraft","00","Total for all sectors","All establishments","4,717","18,953,937","100.0","40% to less than 50%","0.8"
"United States","2017","7009425000","Maintenance and repair and related services for railways","00","Total for all sectors","All establishments","519","1,737,498","100.0","20% to less than 30%","8.2"
"United States","2017","7009450000","Maintenance and repair and related services for railway rolling stock","00","Total for all sectors","All establishments","280","958,189","100.0","30% to less than 40%","12.9"
"United States","2017","7009475000","Maintenance and repair and related services for maritime vessels","00","Total for all sectors","All establishments","741","1,759,089","100.0","20% to less than 30%","4.6"
"United States","2017","7009500000","Cleaning services for agricultural, industrial, commercial, and service industry machinery and equipment","00","Total for all sectors","All establishments","981","2,227,683","100.0","50% to less than 60%","7.4"
"United States","2017","7009525000","Outright sale of rights to intellectual property works protected as industrial property, including patents, trademarks, industrial designs, and trade secrets","00","Total for all sectors","All establishments","94","431,101 (s)","100.0","30% to less than 40%","54.8"
"United States","2017","7009550000","Outright sale of rights to intellectual property works protected by copyright","00","Total for all sectors","All establishments","N","5,309,965","100.0","10% to less than 20%","4.4"
"United States","2017","7009575000","Licensing of rights to others to distribute audiovisual works protected by copyright","00","Total for all sectors","All establishments","N","36,069,189","100.0","10% to less than 20%","2.2"
"United States","2017","7009576000","Licensing of rights to exhibit, broadcast, or rent audiovisual works protected by copyright","00","Total for all sectors","All establishments","N","56,197,800","100.0","Less than 10%","2.1"
"United States","2017","7009577000","Licensing of other rights to use audiovisual works protected by copyright, not elsewhere classified","00","Total for all sectors","All establishments","N","266,488","100.0","20% to less than 30%","18.8"
"United States","2017","7009578000","Licensing of rights to use musical compositions protected by copyright","00","Total for all sectors","All establishments","N","7,813,379","100.0","10% to less than 20%","2.5"
"United States","2017","7009579000","Licensing of international rights to publish domestic musical compositions protected by copyright (i.e., international sub-publishing rights)","00","Total for all sectors","All establishments","N","716,915","100.0","40% to less than 50%","24.7"
"United States","2017","7009580000","Licensing of rights to use musical recordings protected by copyright ","00","Total for all sectors","All establishments","N","1,182,433","100.0","Less than 10%","5.2"
"United States","2017","7009581000","Licensing of rights to use intellectual property protected by copyright, excluding audiovisual works and musical compositions and recordings","00","Total for all sectors","All establishments","N","18,504,862","100.0","30% to less than 40%","8.7"
"United States","2017","7009600000","Licensing of rights to use intellectual property protected by patent","00","Total for all sectors","All establishments","N","25,521,915","100.0","30% to less than 40%","8.9"
"United States","2017","7009625000","Licensing of rights to use intellectual property protected by trademark","00","Total for all sectors","All establishments","N","20,211,338","100.0","30% to less than 40%","6.5"
"United States","2017","7009650000","Licensing of rights to use intellectual property protected as industrial property, not elsewhere classified","00","Total for all sectors","All establishments","N","4,289,569","100.0","60% to less than 70%","39.0"
"United States","2017","7009675000","Basic and applied research in natural and exact sciences, including biological sciences","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7009700000","Basic and applied research in engineering and technology","00","Total for all sectors","All establishments","7,130","50,536,551","100.0","40% to less than 50%","5.5"
"United States","2017","7009750000","Basic and applied research in medical and health sciences","00","Total for all sectors","All establishments","6,366","48,606,827","100.0","40% to less than 50%","3.8"
"United States","2017","7009775000","Basic and applied research in agricultural, veterinary, and environmental sciences","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7009800000","Basic and applied research in social sciences and humanities","00","Total for all sectors","All establishments","1,763","4,640,211","100.0","30% to less than 40%","4.1"
"United States","2017","7010050000","Development services for service products, processes, systems, or methods","00","Total for all sectors","All establishments","1,556","3,670,529","100.0","70% to less than 80%","25.5"
"United States","2017","7010075000","Live performing arts performances produced under contract","00","Total for all sectors","All establishments","10,807","7,286,627","100.0","40% to less than 50%","7.6"
"United States","2017","7010100000","Audiovisual performances produced under contract","00","Total for all sectors","All establishments","N","14,725,060","100.0","50% to less than 60%","6.4"
"United States","2017","7010125000","Other artistic and literary intellectual property protected by copyright produced under contract, except live performances and audiovisual works","00","Total for all sectors","All establishments","9,463","6,682,872","100.0","40% to less than 50%","4.1"
"United States","2017","7010200000","Leasing of rights to explore for and exploit natural resources","00","Total for all sectors","All establishments","N","1,444,634","100.0","40% to less than 50%","20.3"
"United States","2017","7010225000","Sporting event broadcast and other media rights","00","Total for all sectors","All establishments","750","14,089,340","100.0","10% to less than 20%","2.1"
"United States","2017","7010250000","Leasing of other rights related to intellectual property, not elsewhere classified","00","Total for all sectors","All establishments","16","13,963 (s)","100.0","60% to less than 70%","71.3"
"United States","2017","7010255000","Administration of musical and other copyrights for others","00","Total for all sectors","All establishments","N","A","S","S","S"
"United States","2017","7010260000","Franchising agreements","00","Total for all sectors","All establishments","3,730","22,278,695","100.0","30% to less than 40%","4.7"
"United States","2017","7010275000","Live sporting events produced under contract","00","Total for all sectors","All establishments","2,105","3,757,780","100.0","20% to less than 30%","6.1"
"United States","2017","7010300000","Permanent (direct employee) placement services","00","Total for all sectors","All establishments","17,643","11,973,902","100.0","40% to less than 50%","2.6"
"United States","2017","7010325000","Independent contractor staffing services","00","Total for all sectors","All establishments","2,593","3,067,994","100.0","40% to less than 50%","11.1"
"United States","2017","7010350000","Temporary staffing services","00","Total for all sectors","All establishments","44,909","178,495,157","100.0","40% to less than 50%","0.5"
"United States","2017","7010375000","Long-term staffing services (Payrolling)","00","Total for all sectors","All establishments","686","758,861","100.0","40% to less than 50%","24.1"
"United States","2017","7010400000","Temporary staffing-to-permanent placement services","00","Total for all sectors","All establishments","3,971","2,397,605","100.0","40% to less than 50%","9.2"
"United States","2017","7010425000","Onsite management of temporary help services","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7010450000","Co-employment staffing services","00","Total for all sectors","All establishments","3,862","177,010,845","100.0","20% to less than 30%","2.4"
"United States","2017","7010475000","Executive/retained search services","00","Total for all sectors","All establishments","6,400","5,811,334","100.0","30% to less than 40%","1.2"
"United States","2017","7010500000","Online employment services","00","Total for all sectors","All establishments","459","190,374","100.0","50% to less than 60%","19.7"
"United States","2017","7010525000","Employment related training and evaluation services","00","Total for all sectors","All establishments","405","60,824 (s)","100.0","60% to less than 70%","56.0"
"United States","2017","7010550000","Outplacement/career counseling services","00","Total for all sectors","All establishments","125","41,171 (s)","100.0","40% to less than 50%","56.2"
"United States","2017","7010575000","Medical examinations for employment","00","Total for all sectors","All establishments","48","882","100.0","40% to less than 50%","31.0"
"United States","2017","7011050000","Commercial moving","00","Total for all sectors","All establishments","12,304","9,616,527","100.0","30% to less than 40%","4.2"
"United States","2017","7011075000","Moving of other goods requiring special handling","00","Total for all sectors","All establishments","6,302","5,972,168","100.0","30% to less than 40%","4.6"
"United States","2017","7011100000","Transportation services for small packages, documents, and letters","00","Total for all sectors","All establishments","15,409","67,453,613","100.0","10% to less than 20%","0.8"
"United States","2017","7011125000","Local transportation and delivery of purchased or serviced items","00","Total for all sectors","All establishments","36,774","17,158,139","100.0","40% to less than 50%","3.6"
"United States","2017","7011150000","Transportation of natural gas by pipeline, excluding gas field gathering services","00","Total for all sectors","All establishments","N","30,192,378","100.0","Less than 10%","0.2"
"United States","2017","7011175000","Transportation of crude oil and other commodities by pipeline, excluding oil field gathering services","00","Total for all sectors","All establishments","1,711","21,408,845","100.0","10% to less than 20%","0.3"
"United States","2017","7011200000","Transportation of bulk liquids and gases in intermodal tank by road","00","Total for all sectors","All establishments","N","5,423,728","100.0","30% to less than 40%","5.0"
"United States","2017","7011225000","Transportation of bulk liquids and gases, except in intermodal tank containers, by road","00","Total for all sectors","All establishments","5,282","13,586,758","100.0","30% to less than 40%","4.4"
"United States","2017","7011250000","Transportation of bulk liquids and gases in intermodal tank by water","00","Total for all sectors","All establishments","N","2,860,900","100.0","20% to less than 30%","7.4"
"United States","2017","7011275000","Transportation of bulk liquids and gases, except in intermodal tank containers, by water","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7011300000","Transportation of bulk liquids and gases by air","00","Total for all sectors","All establishments","S","A","S","S","S"
"United States","2017","7011325000","Transportation of dry bulks, except in intermodal containers, by road","00","Total for all sectors","All establishments","15,144","24,523,357","100.0","30% to less than 40%","2.4"
"United States","2017","7011350000","Transportation of dry bulks, except in intermodal containers, by water","00","Total for all sectors","All establishments","241","4,901,424","100.0","10% to less than 20%","4.5"
"United States","2017","7011375000","Transportation of climate-controlled boxed, palletized, and other packed goods, except in intermodal containers, by road","00","Total for all sectors","All establishments","9,418","21,859,403","100.0","20% to less than 30%","3.2"
"United States","2017","7011400000","Transportation of climate-controlled boxed, palletized, and other packed goods, except in intermodal containers, by water","00","Total for all sectors","All establishments","167","433,291","100.0","30% to less than 40%","12.0"
"United States","2017","7011425000","Transportation of perishable/climate-controlled boxed, palletized, and other packed goods, by air","00","Total for all sectors","All establishments","834","2,160,068","100.0","40% to less than 50%","8.2"
"United States","2017","7011450000","Transportation of boxed, palletized, and other packed goods, not climate-controlled and not in intermodal containers, by road","00","Total for all sectors","All establishments","38,094","115,571,875","100.0","20% to less than 30%","0.9"
"United States","2017","7011475000","Transportation of boxed, palletized, and other packed goods, not climate-controlled and not in intermodal containers, by water","00","Total for all sectors","All establishments","262","383,724","100.0","30% to less than 40%","10.0"
"United States","2017","7011500000","Transportation of non-perishable/not climate-controlled boxed, palletized, and other packed goods, by air","00","Total for all sectors","All establishments","3,684","34,652,992","100.0","20% to less than 30%","1.0"
"United States","2017","7011525000","Transportation of climate-controlled intermodal containers, nec., by road","00","Total for all sectors","All establishments","1,387","1,323,393","100.0","30% to less than 40%","13.9"
"United States","2017","7011550000","Transportation of climate-controlled intermodal containers, nec., by water","00","Total for all sectors","All establishments","129","1,359,517","100.0","20% to less than 30%","8.4"
"United States","2017","7011575000","Transportation of other intermodal containers, not climate-controlled, nec., by road","00","Total for all sectors","All establishments","3,826","5,053,445","100.0","30% to less than 40%","5.5"
"United States","2017","7011600000","Transportation of other intermodal containers, not climate-controlled, nec., by water","00","Total for all sectors","All establishments","128","2,773,671","100.0","20% to less than 30%","3.6"
"United States","2017","7011625000","Transportation of automobiles and light trucks by road","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","7011650000","Transportation of automobiles and light trucks by water","00","Total for all sectors","All establishments","187","534,294","100.0","10% to less than 20%","4.8"
"United States","2017","7011675000","Transportation of automobiles and light trucks by air","00","Total for all sectors","All establishments","S","A","S","S","S"
"United States","2017","7011700000","Transportation of livestock by road","00","Total for all sectors","All establishments","2,737","1,812,011","100.0","30% to less than 40%","5.8"
